========================================================================================================================
RÉSULTATS BIR_Avec_Apprentissage - ÉVALUATION COMPLÈTE
========================================================================================================================

========================================================================================================================
📈 MÉTRIQUES GLOBALES MOYENNES
========================================================================================================================
MAP (Mean Average Precision):        0.6323
MAP Interpolée:                      0.6434
Mean P@5:                            0.8067
Mean P@10:                           0.7467
Mean R-Precision:                    0.6194
MRR (Mean Reciprocal Rank):          0.9056
Mean DCG@20:                         52.8476
Mean nDCG@20:                        1.0000
========================================================================================================================

========================================================================================================================
REQUÊTE 1
========================================================================================================================
Documents pertinents (R): 37
Documents pertinents trouvés: 37

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0358
F-Mesure:            0.0692
P@5:                 1.0000
P@10:                1.0000
R-Precision:         0.9189
Reciprocal Rank:     1.0000
Average Precision:   0.9670
AP Interpolée:       0.9727
DCG@20:              48.7713
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
199    225      ✗        -            -           
200    226      ✗        -            -           
201    227      ✗        -            -           
202    228      ✗        -            -           
203    230      ✗        -            -           
204    232      ✗        -            -           
205    233      ✗        -            -           
206    235      ✗        -            -           
207    236      ✗        -            -           
208    237      ✗        -            -           
209    238      ✗        -            -           
210    239      ✗        -            -           
211    240      ✗        -            -           
212    241      ✗        -            -           
213    242      ✗        -            -           
214    243      ✗        -            -           
215    244      ✗        -            -           
216    245      ✗        -            -           
217    246      ✗        -            -           
218    247      ✗        -            -           
219    249      ✗        -            -           
220    250      ✗        -            -           
221    251      ✗        -            -           
222    252      ✗        -            -           
223    254      ✗        -            -           
224    255      ✗        -            -           
225    257      ✗        -            -           
226    258      ✗        -            -           
227    260      ✗        -            -           
228    261      ✗        -            -           
229    263      ✗        -            -           
230    264      ✗        -            -           
231    265      ✗        -            -           
232    266      ✗        -            -           
233    268      ✗        -            -           
234    269      ✗        -            -           
235    270      ✗        -            -           
236    271      ✗        -            -           
237    272      ✗        -            -           
238    273      ✗        -            -           
239    274      ✗        -            -           
240    275      ✗        -            -           
241    276      ✗        -            -           
242    277      ✗        -            -           
243    278      ✗        -            -           
244    279      ✗        -            -           
245    280      ✗        -            -           
246    281      ✗        -            -           
247    283      ✗        -            -           
248    284      ✗        -            -           
249    285      ✗        -            -           
250    286      ✗        -            -           
251    287      ✗        -            -           
252    288      ✗        -            -           
253    289      ✗        -            -           
254    290      ✗        -            -           
255    291      ✗        -            -           
256    292      ✗        -            -           
257    293      ✗        -            -           
258    294      ✗        -            -           
259    295      ✗        -            -           
260    296      ✗        -            -           
261    297      ✗        -            -           
262    298      ✗        -            -           
263    301      ✗        -            -           
264    302      ✗        -            -           
265    303      ✗        -            -           
266    304      ✗        -            -           
267    305      ✗        -            -           
268    306      ✗        -            -           
269    307      ✗        -            -           
270    308      ✗        -            -           
271    309      ✗        -            -           
272    310      ✗        -            -           
273    311      ✗        -            -           
274    312      ✗        -            -           
275    313      ✗        -            -           
276    314      ✗        -            -           
277    315      ✗        -            -           
278    316      ✗        -            -           
279    317      ✗        -            -           
280    318      ✗        -            -           
281    319      ✗        -            -           
282    320      ✗        -            -           
283    321      ✗        -            -           
284    323      ✗        -            -           
285    324      ✗        -            -           
286    325      ✗        -            -           
287    327      ✗        -            -           
288    328      ✗        -            -           
289    329      ✗        -            -           
290    330      ✗        -            -           
291    331      ✗        -            -           
292    332      ✗        -            -           
293    334      ✗        -            -           
294    335      ✗        -            -           
295    337      ✗        -            -           
296    338      ✗        -            -           
297    339      ✗        -            -           
298    340      ✗        -            -           
299    341      ✗        -            -           
300    343      ✗        -            -           
301    344      ✗        -            -           
302    345      ✗        -            -           
303    346      ✗        -            -           
304    347      ✗        -            -           
305    348      ✗        -            -           
306    349      ✗        -            -           
307    350      ✗        -            -           
308    351      ✗        -            -           
309    352      ✗        -            -           
310    353      ✗        -            -           
311    354      ✗        -            -           
312    355      ✗        -            -           
313    356      ✗        -            -           
314    357      ✗        -            -           
315    358      ✗        -            -           
316    359      ✗        -            -           
317    361      ✗        -            -           
318    362      ✗        -            -           
319    363      ✗        -            -           
320    364      ✗        -            -           
321    365      ✗        -            -           
322    366      ✗        -            -           
323    368      ✗        -            -           
324    369      ✗        -            -           
325    370      ✗        -            -           
326    371      ✗        -            -           
327    373      ✗        -            -           
328    376      ✗        -            -           
329    377      ✗        -            -           
330    378      ✗        -            -           
331    379      ✗        -            -           
332    380      ✗        -            -           
333    381      ✗        -            -           
334    382      ✗        -            -           
335    384      ✗        -            -           
336    385      ✗        -            -           
337    386      ✗        -            -           
338    387      ✗        -            -           
339    388      ✗        -            -           
340    389      ✗        -            -           
341    390      ✗        -            -           
342    391      ✗        -            -           
343    392      ✗        -            -           
344    393      ✗        -            -           
345    394      ✗        -            -           
346    395      ✗        -            -           
347    396      ✗        -            -           
348    397      ✗        -            -           
349    398      ✗        -            -           
350    399      ✗        -            -           
351    400      ✗        -            -           
352    402      ✗        -            -           
353    405      ✗        -            -           
354    406      ✗        -            -           
355    407      ✗        -            -           
356    409      ✗        -            -           
357    410      ✗        -            -           
358    411      ✗        -            -           
359    412      ✗        -            -           
360    413      ✗        -            -           
361    414      ✗        -            -           
362    415      ✗        -            -           
363    416      ✗        -            -           
364    417      ✗        -            -           
365    418      ✗        -            -           
366    419      ✗        -            -           
367    420      ✗        -            -           
368    422      ✗        -            -           
369    423      ✗        -            -           
370    424      ✗        -            -           
371    425      ✗        -            -           
372    426      ✗        -            -           
373    427      ✗        -            -           
374    428      ✗        -            -           
375    429      ✗        -            -           
376    430      ✗        -            -           
377    431      ✗        -            -           
378    432      ✗        -            -           
379    433      ✗        -            -           
380    434      ✗        -            -           
381    435      ✗        -            -           
382    436      ✗        -            -           
383    437      ✗        -            -           
384    438      ✗        -            -           
385    439      ✗        -            -           
386    440      ✗        -            -           
387    441      ✗        -            -           
388    443      ✗        -            -           
389    444      ✗        -            -           
390    446      ✗        -            -           
391    447      ✗        -            -           
392    448      ✗        -            -           
393    449      ✗        -            -           
394    450      ✗        -            -           
395    451      ✗        -            -           
396    452      ✗        -            -           
397    453      ✗        -            -           
398    455      ✗        -            -           
399    456      ✗        -            -           
400    457      ✗        -            -           
401    458      ✗        -            -           
402    459      ✗        -            -           
403    460      ✗        -            -           
404    461      ✗        -            -           
405    462      ✗        -            -           
406    463      ✗        -            -           
407    465      ✗        -            -           
408    467      ✗        -            -           
409    468      ✗        -            -           
410    470      ✗        -            -           
411    471      ✗        -            -           
412    472      ✗        -            -           
413    473      ✗        -            -           
414    474      ✗        -            -           
415    475      ✗        -            -           
416    476      ✗        -            -           
417    477      ✗        -            -           
418    478      ✗        -            -           
419    479      ✗        -            -           
420    481      ✗        -            -           
421    482      ✗        -            -           
422    483      ✗        -            -           
423    484      ✗        -            -           
424    487      ✗        -            -           
425    488      ✗        -            -           
426    489      ✗        -            -           
427    490      ✗        -            -           
428    491      ✗        -            -           
429    492      ✗        -            -           
430    493      ✗        -            -           
431    494      ✗        -            -           
432    495      ✗        -            -           
433    497      ✗        -            -           
434    498      ✗        -            -           
435    514      ✗        -            -           
436    515      ✗        -            -           
437    517      ✗        -            -           
438    518      ✗        -            -           
439    519      ✗        -            -           
440    520      ✗        -            -           
441    522      ✗        -            -           
442    523      ✗        -            -           
443    524      ✗        -            -           
444    525      ✗        -            -           
445    526      ✗        -            -           
446    527      ✗        -            -           
447    528      ✗        -            -           
448    529      ✗        -            -           
449    530      ✗        -            -           
450    531      ✗        -            -           
451    532      ✗        -            -           
452    533      ✗        -            -           
453    534      ✗        -            -           
454    535      ✗        -            -           
455    536      ✗        -            -           
456    537      ✗        -            -           
457    538      ✗        -            -           
458    539      ✗        -            -           
459    543      ✗        -            -           
460    544      ✗        -            -           
461    545      ✗        -            -           
462    546      ✗        -            -           
463    547      ✗        -            -           
464    548      ✗        -            -           
465    550      ✗        -            -           
466    551      ✗        -            -           
467    552      ✗        -            -           
468    553      ✗        -            -           
469    554      ✗        -            -           
470    555      ✗        -            -           
471    556      ✗        -            -           
472    558      ✗        -            -           
473    559      ✗        -            -           
474    560      ✗        -            -           
475    561      ✗        -            -           
476    562      ✗        -            -           
477    563      ✗        -            -           
478    564      ✗        -            -           
479    565      ✗        -            -           
480    566      ✗        -            -           
481    568      ✗        -            -           
482    571      ✗        -            -           
483    572      ✗        -            -           
484    574      ✗        -            -           
485    575      ✗        -            -           
486    579      ✗        -            -           
487    582      ✗        -            -           
488    583      ✗        -            -           
489    586      ✗        -            -           
490    587      ✗        -            -           
491    588      ✗        -            -           
492    591      ✗        -            -           
493    592      ✗        -            -           
494    594      ✗        -            -           
495    595      ✗        -            -           
496    596      ✗        -            -           
497    597      ✗        -            -           
498    598      ✗        -            -           
499    599      ✗        -            -           
500    600      ✗        -            -           
501    601      ✗        -            -           
502    602      ✗        -            -           
503    605      ✗        -            -           
504    607      ✗        -            -           
505    609      ✗        -            -           
506    610      ✗        -            -           
507    611      ✗        -            -           
508    612      ✗        -            -           
509    613      ✗        -            -           
510    614      ✗        -            -           
511    615      ✗        -            -           
512    616      ✗        -            -           
513    617      ✗        -            -           
514    618      ✗        -            -           
515    620      ✗        -            -           
516    621      ✗        -            -           
517    622      ✗        -            -           
518    623      ✗        -            -           
519    624      ✗        -            -           
520    625      ✗        -            -           
521    626      ✗        -            -           
522    628      ✗        -            -           
523    629      ✗        -            -           
524    630      ✗        -            -           
525    633      ✗        -            -           
526    634      ✗        -            -           
527    635      ✗        -            -           
528    636      ✗        -            -           
529    638      ✗        -            -           
530    639      ✗        -            -           
531    641      ✗        -            -           
532    644      ✗        -            -           
533    646      ✗        -            -           
534    647      ✗        -            -           
535    649      ✗        -            -           
536    651      ✗        -            -           
537    653      ✗        -            -           
538    656      ✗        -            -           
539    657      ✗        -            -           
540    659      ✗        -            -           
541    661      ✗        -            -           
542    662      ✗        -            -           
543    663      ✗        -            -           
544    665      ✗        -            -           
545    666      ✗        -            -           
546    667      ✗        -            -           
547    668      ✗        -            -           
548    669      ✗        -            -           
549    670      ✗        -            -           
550    671      ✗        -            -           
551    672      ✗        -            -           
552    673      ✗        -            -           
553    674      ✗        -            -           
554    675      ✗        -            -           
555    676      ✗        -            -           
556    677      ✗        -            -           
557    678      ✗        -            -           
558    679      ✗        -            -           
559    680      ✗        -            -           
560    681      ✗        -            -           
561    682      ✗        -            -           
562    683      ✗        -            -           
563    684      ✗        -            -           
564    686      ✗        -            -           
565    687      ✗        -            -           
566    688      ✗        -            -           
567    689      ✗        -            -           
568    690      ✗        -            -           
569    691      ✗        -            -           
570    692      ✗        -            -           
571    693      ✗        -            -           
572    694      ✗        -            -           
573    695      ✗        -            -           
574    696      ✗        -            -           
575    697      ✗        -            -           
576    698      ✗        -            -           
577    699      ✗        -            -           
578    701      ✗        -            -           
579    702      ✗        -            -           
580    703      ✗        -            -           
581    704      ✗        -            -           
582    705      ✗        -            -           
583    706      ✗        -            -           
584    707      ✗        -            -           
585    708      ✗        -            -           
586    709      ✗        -            -           
587    710      ✗        -            -           
588    711      ✗        -            -           
589    712      ✗        -            -           
590    713      ✗        -            -           
591    714      ✗        -            -           
592    716      ✗        -            -           
593    717      ✗        -            -           
594    718      ✗        -            -           
595    720      ✗        -            -           
596    721      ✗        -            -           
597    722      ✗        -            -           
598    723      ✗        -            -           
599    724      ✗        -            -           
600    725      ✗        -            -           
601    728      ✗        -            -           
602    729      ✗        -            -           
603    731      ✗        -            -           
604    733      ✗        -            -           
605    735      ✗        -            -           
606    736      ✗        -            -           
607    737      ✗        -            -           
608    738      ✗        -            -           
609    739      ✗        -            -           
610    740      ✗        -            -           
611    741      ✗        -            -           
612    742      ✗        -            -           
613    745      ✗        -            -           
614    746      ✗        -            -           
615    747      ✗        -            -           
616    748      ✗        -            -           
617    749      ✗        -            -           
618    750      ✗        -            -           
619    751      ✗        -            -           
620    752      ✗        -            -           
621    753      ✗        -            -           
622    754      ✗        -            -           
623    755      ✗        -            -           
624    756      ✗        -            -           
625    757      ✗        -            -           
626    759      ✗        -            -           
627    760      ✗        -            -           
628    761      ✗        -            -           
629    762      ✗        -            -           
630    764      ✗        -            -           
631    765      ✗        -            -           
632    766      ✗        -            -           
633    767      ✗        -            -           
634    768      ✗        -            -           
635    770      ✗        -            -           
636    771      ✗        -            -           
637    772      ✗        -            -           
638    773      ✗        -            -           
639    774      ✗        -            -           
640    775      ✗        -            -           
641    776      ✗        -            -           
642    777      ✗        -            -           
643    778      ✗        -            -           
644    779      ✗        -            -           
645    780      ✗        -            -           
646    781      ✗        -            -           
647    782      ✗        -            -           
648    783      ✗        -            -           
649    784      ✗        -            -           
650    785      ✗        -            -           
651    786      ✗        -            -           
652    787      ✗        -            -           
653    788      ✗        -            -           
654    789      ✗        -            -           
655    790      ✗        -            -           
656    791      ✗        -            -           
657    792      ✗        -            -           
658    793      ✗        -            -           
659    794      ✗        -            -           
660    795      ✗        -            -           
661    796      ✗        -            -           
662    798      ✗        -            -           
663    801      ✗        -            -           
664    802      ✗        -            -           
665    803      ✗        -            -           
666    804      ✗        -            -           
667    805      ✗        -            -           
668    806      ✗        -            -           
669    807      ✗        -            -           
670    808      ✗        -            -           
671    810      ✗        -            -           
672    813      ✗        -            -           
673    814      ✗        -            -           
674    815      ✗        -            -           
675    817      ✗        -            -           
676    818      ✗        -            -           
677    819      ✗        -            -           
678    820      ✗        -            -           
679    821      ✗        -            -           
680    822      ✗        -            -           
681    823      ✗        -            -           
682    824      ✗        -            -           
683    825      ✗        -            -           
684    827      ✗        -            -           
685    828      ✗        -            -           
686    829      ✗        -            -           
687    830      ✗        -            -           
688    832      ✗        -            -           
689    833      ✗        -            -           
690    834      ✗        -            -           
691    836      ✗        -            -           
692    837      ✗        -            -           
693    839      ✗        -            -           
694    840      ✗        -            -           
695    841      ✗        -            -           
696    842      ✗        -            -           
697    843      ✗        -            -           
698    844      ✗        -            -           
699    845      ✗        -            -           
700    846      ✗        -            -           
701    847      ✗        -            -           
702    848      ✗        -            -           
703    850      ✗        -            -           
704    851      ✗        -            -           
705    852      ✗        -            -           
706    853      ✗        -            -           
707    854      ✗        -            -           
708    855      ✗        -            -           
709    856      ✗        -            -           
710    857      ✗        -            -           
711    858      ✗        -            -           
712    859      ✗        -            -           
713    860      ✗        -            -           
714    861      ✗        -            -           
715    862      ✗        -            -           
716    864      ✗        -            -           
717    865      ✗        -            -           
718    866      ✗        -            -           
719    867      ✗        -            -           
720    868      ✗        -            -           
721    871      ✗        -            -           
722    874      ✗        -            -           
723    877      ✗        -            -           
724    878      ✗        -            -           
725    879      ✗        -            -           
726    881      ✗        -            -           
727    882      ✗        -            -           
728    883      ✗        -            -           
729    884      ✗        -            -           
730    885      ✗        -            -           
731    887      ✗        -            -           
732    889      ✗        -            -           
733    890      ✗        -            -           
734    891      ✗        -            -           
735    892      ✗        -            -           
736    893      ✗        -            -           
737    895      ✗        -            -           
738    897      ✗        -            -           
739    898      ✗        -            -           
740    901      ✗        -            -           
741    902      ✗        -            -           
742    903      ✗        -            -           
743    904      ✗        -            -           
744    906      ✗        -            -           
745    908      ✗        -            -           
746    911      ✗        -            -           
747    912      ✗        -            -           
748    914      ✗        -            -           
749    915      ✗        -            -           
750    916      ✗        -            -           
751    917      ✗        -            -           
752    918      ✗        -            -           
753    919      ✗        -            -           
754    920      ✗        -            -           
755    921      ✗        -            -           
756    922      ✗        -            -           
757    923      ✗        -            -           
758    924      ✗        -            -           
759    925      ✗        -            -           
760    926      ✗        -            -           
761    928      ✗        -            -           
762    929      ✗        -            -           
763    930      ✗        -            -           
764    931      ✗        -            -           
765    932      ✗        -            -           
766    933      ✗        -            -           
767    934      ✗        -            -           
768    935      ✗        -            -           
769    936      ✗        -            -           
770    937      ✗        -            -           
771    938      ✗        -            -           
772    939      ✗        -            -           
773    940      ✗        -            -           
774    941      ✗        -            -           
775    942      ✗        -            -           
776    943      ✗        -            -           
777    944      ✗        -            -           
778    945      ✗        -            -           
779    946      ✗        -            -           
780    947      ✗        -            -           
781    948      ✗        -            -           
782    949      ✗        -            -           
783    951      ✗        -            -           
784    952      ✗        -            -           
785    953      ✗        -            -           
786    954      ✗        -            -           
787    955      ✗        -            -           
788    956      ✗        -            -           
789    957      ✗        -            -           
790    958      ✗        -            -           
791    959      ✗        -            -           
792    960      ✗        -            -           
793    961      ✗        -            -           
794    962      ✗        -            -           
795    963      ✗        -            -           
796    964      ✗        -            -           
797    966      ✗        -            -           
798    967      ✗        -            -           
799    968      ✗        -            -           
800    969      ✗        -            -           
801    970      ✗        -            -           
802    971      ✗        -            -           
803    972      ✗        -            -           
804    973      ✗        -            -           
805    974      ✗        -            -           
806    975      ✗        -            -           
807    976      ✗        -            -           
808    977      ✗        -            -           
809    978      ✗        -            -           
810    979      ✗        -            -           
811    980      ✗        -            -           
812    982      ✗        -            -           
813    983      ✗        -            -           
814    985      ✗        -            -           
815    987      ✗        -            -           
816    988      ✗        -            -           
817    989      ✗        -            -           
818    990      ✗        -            -           
819    991      ✗        -            -           
820    992      ✗        -            -           
821    993      ✗        -            -           
822    994      ✗        -            -           
823    995      ✗        -            -           
824    996      ✗        -            -           
825    997      ✗        -            -           
826    998      ✗        -            -           
827    1000     ✗        -            -           
828    1002     ✗        -            -           
829    1003     ✗        -            -           
830    1004     ✗        -            -           
831    1005     ✗        -            -           
832    1006     ✗        -            -           
833    1007     ✗        -            -           
834    1008     ✗        -            -           
835    1009     ✗        -            -           
836    1010     ✗        -            -           
837    1011     ✗        -            -           
838    1012     ✗        -            -           
839    1013     ✗        -            -           
840    1014     ✗        -            -           
841    1015     ✗        -            -           
842    1016     ✗        -            -           
843    1017     ✗        -            -           
844    1018     ✗        -            -           
845    1019     ✗        -            -           
846    1021     ✗        -            -           
