========================================================================================================================
RÉSULTATS VSM_Cosine - ÉVALUATION COMPLÈTE
========================================================================================================================

========================================================================================================================
📈 MÉTRIQUES GLOBALES MOYENNES
========================================================================================================================
MAP (Mean Average Precision):        0.5133
MAP Interpolée:                      0.5295
Mean P@5:                            0.7267
Mean P@10:                           0.6333
Mean R-Precision:                    0.5117
MRR (Mean Reciprocal Rank):          0.9444
Mean DCG@20:                         1.6293
Mean nDCG@20:                        1.0000
========================================================================================================================

========================================================================================================================
REQUÊTE 1
========================================================================================================================
Documents pertinents (R): 37
Documents pertinents trouvés: 37

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0358
F-Mesure:            0.0692
P@5:                 1.0000
P@10:                0.8000
R-Precision:         0.7568
Reciprocal Rank:     1.0000
Average Precision:   0.8233
AP Interpolée:       0.8322
DCG@20:              1.7549
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
451    313      ✗        -            -           
452    314      ✗        -            -           
453    315      ✗        -            -           
454    316      ✗        -            -           
455    317      ✗        -            -           
456    318      ✗        -            -           
457    319      ✗        -            -           
458    320      ✗        -            -           
459    321      ✗        -            -           
460    323      ✗        -            -           
461    324      ✗        -            -           
462    325      ✗        -            -           
463    327      ✗        -            -           
464    328      ✗        -            -           
465    329      ✗        -            -           
466    330      ✗        -            -           
467    331      ✗        -            -           
468    332      ✗        -            -           
469    334      ✗        -            -           
470    335      ✗        -            -           
471    337      ✗        -            -           
472    338      ✗        -            -           
473    339      ✗        -            -           
474    340      ✗        -            -           
475    341      ✗        -            -           
476    343      ✗        -            -           
477    344      ✗        -            -           
478    345      ✗        -            -           
479    346      ✗        -            -           
480    347      ✗        -            -           
481    348      ✗        -            -           
482    349      ✗        -            -           
483    350      ✗        -            -           
484    351      ✗        -            -           
485    352      ✗        -            -           
486    353      ✗        -            -           
487    354      ✗        -            -           
488    355      ✗        -            -           
489    356      ✗        -            -           
490    357      ✗        -            -           
491    358      ✗        -            -           
492    359      ✗        -            -           
493    361      ✗        -            -           
494    362      ✗        -            -           
495    363      ✗        -            -           
496    364      ✗        -            -           
497    365      ✗        -            -           
498    366      ✗        -            -           
499    368      ✗        -            -           
500    369      ✗        -            -           
501    370      ✗        -            -           
502    371      ✗        -            -           
503    373      ✗        -            -           
504    376      ✗        -            -           
505    377      ✗        -            -           
506    378      ✗        -            -           
507    379      ✗        -            -           
508    380      ✗        -            -           
509    381      ✗        -            -           
510    382      ✗        -            -           
511    384      ✗        -            -           
512    385      ✗        -            -           
513    386      ✗        -            -           
514    387      ✗        -            -           
515    388      ✗        -            -           
516    389      ✗        -            -           
517    390      ✗        -            -           
518    391      ✗        -            -           
519    392      ✗        -            -           
520    393      ✗        -            -           
521    394      ✗        -            -           
522    395      ✗        -            -           
523    396      ✗        -            -           
524    397      ✗        -            -           
525    398      ✗        -            -           
526    399      ✗        -            -           
527    400      ✗        -            -           
528    402      ✗        -            -           
529    405      ✗        -            -           
530    406      ✗        -            -           
531    407      ✗        -            -           
532    409      ✗        -            -           
533    410      ✗        -            -           
534    411      ✗        -            -           
535    412      ✗        -            -           
536    413      ✗        -            -           
537    414      ✗        -            -           
538    415      ✗        -            -           
539    416      ✗        -            -           
540    417      ✗        -            -           
541    418      ✗        -            -           
542    419      ✗        -            -           
543    420      ✗        -            -           
544    422      ✗        -            -           
545    423      ✗        -            -           
546    424      ✗        -            -           
547    425      ✗        -            -           
548    426      ✗        -            -           
549    427      ✗        -            -           
550    428      ✗        -            -           
551    429      ✗        -            -           
552    430      ✗        -            -           
553    431      ✗        -            -           
554    432      ✗        -            -           
555    433      ✗        -            -           
556    434      ✗        -            -           
557    435      ✗        -            -           
558    436      ✗        -            -           
559    437      ✗        -            -           
560    438      ✗        -            -           
561    439      ✗        -            -           
562    440      ✗        -            -           
563    441      ✗        -            -           
564    443      ✗        -            -           
565    444      ✗        -            -           
566    446      ✗        -            -           
567    447      ✗        -            -           
568    448      ✗        -            -           
569    449      ✗        -            -           
570    450      ✗        -            -           
571    451      ✗        -            -           
572    452      ✗        -            -           
573    453      ✗        -            -           
574    455      ✗        -            -           
575    456      ✗        -            -           
576    457      ✗        -            -           
577    458      ✗        -            -           
578    459      ✗        -            -           
579    460      ✗        -            -           
580    461      ✗        -            -           
581    462      ✗        -            -           
582    463      ✗        -            -           
583    465      ✗        -            -           
584    467      ✗        -            -           
585    468      ✗        -            -           
586    470      ✗        -            -           
587    471      ✗        -            -           
588    472      ✗        -            -           
589    473      ✗        -            -           
590    474      ✗        -            -           
591    475      ✗        -            -           
592    476      ✗        -            -           
593    477      ✗        -            -           
594    478      ✗        -            -           
595    479      ✗        -            -           
596    481      ✗        -            -           
597    482      ✗        -            -           
598    483      ✗        -            -           
599    484      ✗        -            -           
600    487      ✗        -            -           
601    488      ✗        -            -           
602    489      ✗        -            -           
603    490      ✗        -            -           
604    491      ✗        -            -           
605    492      ✗        -            -           
606    493      ✗        -            -           
607    494      ✗        -            -           
608    495      ✗        -            -           
609    497      ✗        -            -           
610    498      ✗        -            -           
611    514      ✗        -            -           
612    515      ✗        -            -           
613    517      ✗        -            -           
614    518      ✗        -            -           
615    519      ✗        -            -           
616    520      ✗        -            -           
617    522      ✗        -            -           
618    523      ✗        -            -           
619    524      ✗        -            -           
620    525      ✗        -            -           
621    526      ✗        -            -           
622    527      ✗        -            -           
623    528      ✗        -            -           
624    529      ✗        -            -           
625    530      ✗        -            -           
626    531      ✗        -            -           
627    532      ✗        -            -           
628    533      ✗        -            -           
629    534      ✗        -            -           
630    535      ✗        -            -           
631    536      ✗        -            -           
632    537      ✗        -            -           
633    538      ✗        -            -           
634    539      ✗        -            -           
635    543      ✗        -            -           
636    544      ✗        -            -           
637    545      ✗        -            -           
638    546      ✗        -            -           
639    547      ✗        -            -           
640    548      ✗        -            -           
641    550      ✗        -            -           
642    551      ✗        -            -           
643    552      ✗        -            -           
644    553      ✗        -            -           
645    554      ✗        -            -           
646    555      ✗        -            -           
647    556      ✗        -            -           
648    558      ✗        -            -           
649    559      ✗        -            -           
650    560      ✗        -            -           
651    561      ✗        -            -           
652    562      ✗        -            -           
653    563      ✗        -            -           
654    564      ✗        -            -           
655    565      ✗        -            -           
656    566      ✗        -            -           
657    568      ✗        -            -           
658    571      ✗        -            -           
659    572      ✗        -            -           
660    574      ✗        -            -           
661    575      ✗        -            -           
662    579      ✗        -            -           
663    582      ✗        -            -           
664    583      ✗        -            -           
665    586      ✗        -            -           
666    587      ✗        -            -           
667    588      ✗        -            -           
668    591      ✗        -            -           
669    592      ✗        -            -           
670    594      ✗        -            -           
671    595      ✗        -            -           
672    596      ✗        -            -           
673    597      ✗        -            -           
674    598      ✗        -            -           
675    599      ✗        -            -           
676    600      ✗        -            -           
677    601      ✗        -            -           
678    602      ✗        -            -           
679    605      ✗        -            -           
680    607      ✗        -            -           
681    609      ✗        -            -           
682    610      ✗        -            -           
683    611      ✗        -            -           
684    612      ✗        -            -           
685    613      ✗        -            -           
686    614      ✗        -            -           
687    615      ✗        -            -           
688    616      ✗        -            -           
689    617      ✗        -            -           
690    618      ✗        -            -           
691    620      ✗        -            -           
692    621      ✗        -            -           
693    622      ✗        -            -           
694    623      ✗        -            -           
695    624      ✗        -            -           
696    625      ✗        -            -           
697    626      ✗        -            -           
698    628      ✗        -            -           
699    629      ✗        -            -           
700    630      ✗        -            -           
701    633      ✗        -            -           
702    634      ✗        -            -           
703    635      ✗        -            -           
704    636      ✗        -            -           
705    638      ✗        -            -           
706    639      ✗        -            -           
707    641      ✗        -            -           
708    644      ✗        -            -           
709    646      ✗        -            -           
710    647      ✗        -            -           
711    649      ✗        -            -           
712    651      ✗        -            -           
713    653      ✗        -            -           
714    656      ✗        -            -           
715    657      ✗        -            -           
716    659      ✗        -            -           
717    661      ✗        -            -           
718    662      ✗        -            -           
719    663      ✗        -            -           
720    665      ✗        -            -           
721    666      ✗        -            -           
722    667      ✗        -            -           
723    668      ✗        -            -           
724    669      ✗        -            -           
725    670      ✗        -            -           
726    671      ✗        -            -           
727    672      ✗        -            -           
728    673      ✗        -            -           
729    674      ✗        -            -           
730    675      ✗        -            -           
731    676      ✗        -            -           
732    677      ✗        -            -           
733    678      ✗        -            -           
734    679      ✗        -            -           
735    680      ✗        -            -           
736    681      ✗        -            -           
737    682      ✗        -            -           
738    683      ✗        -            -           
739    684      ✗        -            -           
740    686      ✗        -            -           
741    687      ✗        -            -           
742    688      ✗        -            -           
743    689      ✗        -            -           
744    690      ✗        -            -           
745    691      ✗        -            -           
746    692      ✗        -            -           
747    693      ✗        -            -           
748    694      ✗        -            -           
749    695      ✗        -            -           
750    696      ✗        -            -           
751    697      ✗        -            -           
752    698      ✗        -            -           
753    699      ✗        -            -           
754    701      ✗        -            -           
755    702      ✗        -            -           
756    703      ✗        -            -           
757    704      ✗        -            -           
758    705      ✗        -            -           
759    706      ✗        -            -           
760    707      ✗        -            -           
761    708      ✗        -            -           
762    709      ✗        -            -           
763    710      ✗        -            -           
764    711      ✗        -            -           
765    712      ✗        -            -           
766    713      ✗        -            -           
767    714      ✗        -            -           
768    716      ✗        -            -           
769    717      ✗        -            -           
770    718      ✗        -            -           
771    720      ✗        -            -           
772    721      ✗        -            -           
773    722      ✗        -            -           
774    723      ✗        -            -           
775    724      ✗        -            -           
776    725      ✗        -            -           
777    728      ✗        -            -           
778    729      ✗        -            -           
779    731      ✗        -            -           
780    733      ✗        -            -           
781    735      ✗        -            -           
782    736      ✗        -            -           
783    737      ✗        -            -           
784    738      ✗        -            -           
785    739      ✗        -            -           
786    740      ✗        -            -           
787    741      ✗        -            -           
788    742      ✗        -            -           
789    745      ✗        -            -           
790    746      ✗        -            -           
791    747      ✗        -            -           
792    748      ✗        -            -           
793    749      ✗        -            -           
794    750      ✗        -            -           
795    751      ✗        -            -           
796    752      ✗        -            -           
797    753      ✗        -            -           
798    754      ✗        -            -           
799    755      ✗        -            -           
800    756      ✗        -            -           
801    757      ✗        -            -           
802    759      ✗        -            -           
803    760      ✗        -            -           
804    761      ✗        -            -           
805    762      ✗        -            -           
806    764      ✗        -            -           
807    765      ✗        -            -           
808    766      ✗        -            -           
809    767      ✗        -            -           
810    768      ✗        -            -           
811    770      ✗        -            -           
812    771      ✗        -            -           
813    772      ✗        -            -           
814    773      ✗        -            -           
815    774      ✗        -            -           
816    775      ✗        -            -           
817    776      ✗        -            -           
818    777      ✗        -            -           
819    778      ✗        -            -           
820    779      ✗        -            -           
821    780      ✗        -            -           
822    781      ✗        -            -           
823    782      ✗        -            -           
824    783      ✗        -            -           
825    784      ✗        -            -           
826    785      ✗        -            -           
827    786      ✗        -            -           
828    787      ✗        -            -           
829    788      ✗        -            -           
830    789      ✗        -            -           
831    790      ✗        -            -           
832    791      ✗        -            -           
833    792      ✗        -            -           
834    793      ✗        -            -           
835    794      ✗        -            -           
836    795      ✗        -            -           
837    796      ✗        -            -           
838    798      ✗        -            -           
839    801      ✗        -            -           
840    802      ✗        -            -           
841    803      ✗        -            -           
842    804      ✗        -            -           
843    805      ✗        -            -           
844    806      ✗        -            -           
845    807      ✗        -            -           
846    808      ✗        -            -           
